venda_id,data,vendedor_id,regiao,categoria,produto,quantidade,preco_unitario,desconto_pct,receita,custo,lucro
8986,2022-12-29,9,Sudeste,Periféricos,Teclado Redragon,6,177.57,0.19,862.99,756.0,106.99
8987,2022-12-29,13,Centro-Oeste,Periféricos,Headset HyperX,10,194.89,0.15,1656.56,1260.0,396.56
8988,2022-12-29,15,Norte,Smartphones,Motorola Edge,3,1820.4,0.09,4969.69,4218.0,751.69
8989,2022-12-29,15,Norte,Periféricos,Webcam Logitech,5,180.98,0.2,723.92,630.0,93.92
8990,2022-12-29,16,Norte,Acessórios,Cabo USB-C,5,85.53,0.13,372.06,270.0,102.06
8991,2022-12-29,17,Norte,Monitores,"LG 24""",1,1122.35,0.06,1055.01,748.0,307.01
8992,2022-12-29,19,Nordeste,Monitores,"AOC 24""",3,1065.03,0.1,2875.58,2244.0,631.58
8993,2022-12-29,20,Nordeste,Monitores,"AOC 24""",1,1158.47,0.12,1019.45,748.0,271.45
8994,2022-12-29,21,Nordeste,Periféricos,Teclado Redragon,4,173.06,0.18,567.64,504.0,63.64
8995,2022-12-29,21,Nordeste,Monitores,"AOC 24""",3,1215.21,0.11,3244.61,2244.0,1000.61
8996,2022-12-29,22,Nordeste,Acessórios,Carregador 65W,15,88.77,0.04,1278.29,810.0,468.29
8997,2022-12-30,1,Sul,Acessórios,Cabo USB-C,12,101.5,0.08,1120.56,648.0,472.56
8998,2022-12-30,4,Sul,Acessórios,Carregador 65W,8,91.8,0.09,668.3,432.0,236.3
8999,2022-12-30,5,Sudeste,Smartphones,Xiaomi 12,1,1764.15,0.1,1587.74,1406.0,181.74
9000,2022-12-30,5,Sudeste,Acessórios,Suporte Notebook,1,101.78,0.08,93.64,54.0,39.64
9001,2022-12-30,6,Sudeste,Periféricos,Headset HyperX,1,169.94,0.17,141.05,126.0,15.05
9002,2022-12-30,6,Sudeste,Monitores,"AOC 24""",2,1117.52,0.04,2145.64,1496.0,649.64
9003,2022-12-30,7,Sudeste,Acessórios,Carregador 65W,15,93.03,0.02,1367.54,810.0,557.54
9004,2022-12-30,7,Sudeste,Acessórios,Hub USB,18,91.28,0.09,1495.17,972.0,523.17
9005,2022-12-30,8,Sudeste,Acessórios,Carregador 65W,3,96.78,0.09,264.21,162.0,102.21
9006,2022-12-30,8,Sudeste,Monitores,"LG 24""",2,1260.41,0.02,2470.4,1496.0,974.4
9007,2022-12-30,9,Sudeste,Acessórios,Suporte Notebook,19,101.42,0.1,1734.28,1026.0,708.28
9008,2022-12-30,9,Sudeste,Monitores,"Dell 27""",1,1049.73,0.07,976.25,748.0,228.25
9009,2022-12-30,10,Sudeste,Smartphones,Samsung A54,2,2027.6,0.04,3892.99,2812.0,1080.99
9010,2022-12-30,13,Centro-Oeste,Periféricos,Teclado Redragon,8,174.58,0.22,1089.38,1008.0,81.38
9011,2022-12-30,16,Norte,Smartphones,Samsung A54,2,2001.7,0.11,3563.03,2812.0,751.03
9012,2022-12-30,19,Nordeste,Acessórios,Carregador 65W,6,102.25,0.1,552.15,324.0,228.15
9013,2022-12-30,21,Nordeste,Periféricos,Headset HyperX,7,183.41,0.17,1065.61,882.0,183.61
9014,2022-12-30,22,Nordeste,Monitores,"Samsung 32""",1,999.49,0.1,899.54,748.0,151.54
9015,2022-12-30,22,Nordeste,Monitores,"Samsung 32""",3,1221.96,0.11,3262.63,2244.0,1018.63
9016,2022-12-31,1,Sul,Smartphones,Samsung A54,2,1722.83,0.1,3101.09,2812.0,289.09
9017,2022-12-31,1,Sul,Acessórios,Carregador 65W,11,98.64,0.06,1019.94,594.0,425.94
9018,2022-12-31,2,Sul,Smartphones,Samsung A54,2,2123.84,0.02,4162.73,2812.0,1350.73
9019,2022-12-31,3,Sul,Acessórios,Carregador 65W,12,88.76,0.09,969.26,648.0,321.26
9020,2022-12-31,4,Sul,Smartphones,iPhone 13,2,1821.55,0.08,3351.65,2812.0,539.65
9021,2022-12-31,5,Sudeste,Acessórios,Cabo USB-C,16,97.11,0.09,1413.92,864.0,549.92
9022,2022-12-31,5,Sudeste,Monitores,"AOC 24""",1,1115.54,0.04,1070.92,748.0,322.92
9023,2022-12-31,6,Sudeste,Acessórios,Suporte Notebook,3,100.58,0.08,277.6,162.0,115.6
9024,2022-12-31,7,Sudeste,Smartphones,Xiaomi 12,1,1822.55,0.02,1786.1,1406.0,380.1
9025,2022-12-31,7,Sudeste,Periféricos,Webcam Logitech,6,162.5,0.19,789.75,756.0,33.75
9026,2022-12-31,8,Sudeste,Acessórios,Hub USB,14,99.11,0.09,1262.66,756.0,506.66
9027,2022-12-31,9,Sudeste,Periféricos,Mouse Logitech,5,202.37,0.13,880.31,630.0,250.31
9028,2022-12-31,9,Sudeste,Smartphones,Xiaomi 12,3,2123.65,0.08,5861.27,4218.0,1643.27
9029,2022-12-31,10,Sudeste,Notebooks,Dell Inspiron,1,3171.45,0.1,2854.3,2016.0,838.3
9030,2022-12-31,12,Centro-Oeste,Notebooks,Asus VivoBook,1,2759.43,0.03,2676.65,2016.0,660.65
9031,2022-12-31,12,Centro-Oeste,Notebooks,Asus VivoBook,1,2948.31,0.12,2594.51,2016.0,578.51
9032,2022-12-31,12,Centro-Oeste,Smartphones,iPhone 13,3,1961.63,0.08,5414.1,4218.0,1196.1
9033,2022-12-31,14,Centro-Oeste,Periféricos,Teclado Redragon,6,201.0,0.19,976.86,756.0,220.86
9034,2022-12-31,20,Nordeste,Monitores,"Samsung 32""",1,1066.9,0.04,1024.22,748.0,276.22
9035,2022-12-31,21,Nordeste,Monitores,"Samsung 32""",2,1170.39,0.1,2106.7,1496.0,610.7
9036,2022-12-31,21,Nordeste,Monitores,"Dell 27""",1,1047.37,0.03,1015.95,748.0,267.95
9037,2022-12-31,22,Nordeste,Smartphones,Motorola Edge,1,1987.3,0.12,1748.82,1406.0,342.82
9038,2022-12-31,22,Nordeste,Acessórios,Cabo USB-C,20,88.86,0.09,1617.25,1080.0,537.25
9039,2023-01-01,1,Sul,Notebooks,Dell Inspiron,2,3356.25,0.05,6376.88,4354.56,2022.32
9040,2023-01-01,2,Sul,Notebooks,Lenovo IdeaPad,2,3113.89,0.09,5667.28,4354.56,1312.72
9041,2023-01-01,2,Sul,Notebooks,Dell Inspiron,1,2769.87,0.05,2631.38,2177.28,454.1
9042,2023-01-01,3,Sul,Monitores,"Dell 27""",1,1316.55,0.04,1263.89,807.84,456.05
9043,2023-01-01,3,Sul,Smartphones,iPhone 13,3,1914.69,0.09,5227.1,4555.44,671.66
9044,2023-01-01,4,Sul,Monitores,"AOC 24""",1,1109.28,0.05,1053.82,807.84,245.98
9045,2023-01-01,5,Sudeste,Periféricos,Headset HyperX,2,177.7,0.14,305.64,272.16,33.48
9046,2023-01-01,5,Sudeste,Monitores,"Samsung 32""",1,1083.26,0.08,996.6,807.84,188.76
9047,2023-01-01,6,Sudeste,Periféricos,Mouse Logitech,7,202.71,0.14,1220.31,952.56,267.75
9048,2023-01-01,6,Sudeste,Notebooks,HP Pavilion,2,3252.08,0.1,5853.74,4354.56,1499.18
9049,2023-01-01,7,Sudeste,Monitores,"AOC 24""",1,1166.01,0.1,1049.41,807.84,241.57
9050,2023-01-01,7,Sudeste,Monitores,"Samsung 32""",3,1150.09,0.02,3381.26,2423.52,957.74
9051,2023-01-01,8,Sudeste,Monitores,"AOC 24""",2,1174.1,0.06,2207.31,1615.68,591.63
9052,2023-01-01,8,Sudeste,Notebooks,Lenovo IdeaPad,2,3405.38,0.02,6674.54,4354.56,2319.98
9053,2023-01-01,9,Sudeste,Acessórios,Suporte Notebook,11,100.35,0.02,1081.77,641.52,440.25
9054,2023-01-01,10,Sudeste,Periféricos,Teclado Redragon,6,176.29,0.12,930.81,816.48,114.33
9055,2023-01-01,11,Centro-Oeste,Notebooks,HP Pavilion,1,2927.39,0.09,2663.92,2177.28,486.64
9056,2023-01-01,12,Centro-Oeste,Notebooks,Lenovo IdeaPad,2,3356.68,0.06,6310.56,4354.56,1956.0
9057,2023-01-01,14,Centro-Oeste,Smartphones,Motorola Edge,2,2068.81,0.03,4013.49,3036.96,976.53
9058,2023-01-01,18,Norte,Smartphones,iPhone 13,2,2203.97,0.11,3923.07,3036.96,886.11
9059,2023-01-01,19,Nordeste,Monitores,"Dell 27""",3,1314.55,0.1,3549.28,2423.52,1125.76
9060,2023-01-01,20,Nordeste,Periféricos,Mouse Logitech,8,220.0,0.19,1425.6,1088.64,336.96
9061,2023-01-01,21,Nordeste,Acessórios,Carregador 65W,2,108.78,0.12,191.45,116.64,74.81
9062,2023-01-01,22,Nordeste,Smartphones,Xiaomi 12,3,1889.2,0.12,4987.49,4555.44,432.05
9063,2023-01-01,22,Nordeste,Acessórios,Cabo USB-C,5,101.88,0.03,494.12,291.6,202.52
9064,2023-01-02,1,Sul,Smartphones,Motorola Edge,1,1883.35,0.06,1770.35,1518.48,251.87
9065,2023-01-02,3,Sul,Periféricos,Mouse Logitech,3,179.85,0.12,474.8,408.24,66.56
9066,2023-01-02,3,Sul,Acessórios,Hub USB,8,105.99,0.04,814.0,466.56,347.44
9067,2023-01-02,4,Sul,Periféricos,Mouse Logitech,1,213.0,0.15,181.05,136.08,44.97
9068,2023-01-02,5,Sudeste,Monitores,"Dell 27""",2,1098.23,0.06,2064.67,1615.68,448.99
9069,2023-01-02,5,Sudeste,Periféricos,Teclado Redragon,4,198.81,0.12,699.81,544.32,155.49
9070,2023-01-02,6,Sudeste,Periféricos,Teclado Redragon,9,210.82,0.14,1631.75,1224.72,407.03
9071,2023-01-02,7,Sudeste,Periféricos,Headset HyperX,9,195.22,0.18,1440.72,1224.72,216.0
9072,2023-01-02,8,Sudeste,Monitores,"LG 24""",3,1291.33,0.07,3602.81,2423.52,1179.29
9073,2023-01-02,11,Centro-Oeste,Monitores,"Samsung 32""",3,1342.66,0.06,3786.3,2423.52,1362.78
9074,2023-01-02,13,Centro-Oeste,Smartphones,Samsung A54,2,2315.1,0.08,4259.78,3036.96,1222.82
9075,2023-01-02,15,Norte,Smartphones,Motorola Edge,3,2124.05,0.13,5543.77,4555.44,988.33
9076,2023-01-02,18,Norte,Smartphones,Samsung A54,3,2256.74,0.13,5890.09,4555.44,1334.65
9077,2023-01-02,19,Nordeste,Notebooks,HP Pavilion,2,3227.9,0.04,6197.57,4354.56,1843.01
9078,2023-01-02,19,Nordeste,Smartphones,Motorola Edge,3,2055.25,0.12,5425.86,4555.44,870.42
9079,2023-01-02,19,Nordeste,Monitores,"Samsung 32""",1,1144.2,0.1,1029.78,807.84,221.94
9080,2023-01-02,21,Nordeste,Acessórios,Suporte Notebook,13,97.57,0.05,1204.99,758.16,446.83
9081,2023-01-02,21,Nordeste,Acessórios,Hub USB,10,100.51,0.08,924.69,583.2,341.49
9082,2023-01-02,21,Nordeste,Smartphones,iPhone 13,1,1967.33,0.09,1790.27,1518.48,271.79
9083,2023-01-02,22,Nordeste,Acessórios,Hub USB,20,98.02,0.12,1725.15,1166.4,558.75
9084,2023-01-02,22,Nordeste,Smartphones,Samsung A54,2,1933.33,0.06,3634.66,3036.96,597.7
9085,2023-01-03,1,Sul,Periféricos,Teclado Redragon,2,218.41,0.2,349.46,272.16,77.3
9086,2023-01-03,2,Sul,Periféricos,Teclado Redragon,9,193.49,0.16,1462.78,1224.72,238.06
9087,2023-01-03,2,Sul,Smartphones,Samsung A54,1,2116.89,0.08,1947.54,1518.48,429.06
9088,2023-01-03,3,Sul,Periféricos,Teclado Redragon,9,194.59,0.17,1453.59,1224.72,228.87
9089,2023-01-03,4,Sul,Smartphones,Xiaomi 12,1,1949.79,0.07,1813.3,1518.48,294.82
9090,2023-01-03,4,Sul,Periféricos,Mouse Logitech,6,207.89,0.15,1060.24,816.48,243.76
9091,2023-01-03,4,Sul,Acessórios,Cabo USB-C,1,107.29,0.09,97.63,58.32,39.31
9092,2023-01-03,5,Sudeste,Monitores,"Samsung 32""",2,1210.22,0.06,2275.21,1615.68,659.53
9093,2023-01-03,6,Sudeste,Monitores,"Dell 27""",1,1201.55,0.04,1153.49,807.84,345.65
9094,2023-01-03,7,Sudeste,Notebooks,Asus VivoBook,2,3298.92,0.03,6399.9,4354.56,2045.34
9095,2023-01-03,7,Sudeste,Monitores,"Dell 27""",3,1330.89,0.07,3713.18,2423.52,1289.66
9096,2023-01-03,8,Sudeste,Monitores,"Samsung 32""",1,1265.67,0.03,1227.7,807.84,419.86
9097,2023-01-03,9,Sudeste,Smartphones,Motorola Edge,2,2002.96,0.1,3605.33,3036.96,568.37
9098,2023-01-03,11,Centro-Oeste,Acessórios,Carregador 65W,19,102.3,0.05,1846.51,1108.08,738.43
9099,2023-01-03,12,Centro-Oeste,Notebooks,Asus VivoBook,2,2984.09,0.08,5490.73,4354.56,1136.17
9100,2023-01-03,13,Centro-Oeste,Monitores,"LG 24""",1,1183.51,0.11,1053.32,807.84,245.48
9101,2023-01-03,14,Centro-Oeste,Smartphones,Xiaomi 12,3,2015.48,0.04,5804.58,4555.44,1249.14
9102,2023-01-03,19,Nordeste,Periféricos,Headset HyperX,9,180.04,0.17,1344.9,1224.72,120.18
9103,2023-01-03,19,Nordeste,Acessórios,Carregador 65W,1,95.04,0.07,88.39,58.32,30.07
9104,2023-01-03,19,Nordeste,Notebooks,Asus VivoBook,2,3360.34,0.04,6451.85,4354.56,2097.29
9105,2023-01-03,21,Nordeste,Acessórios,Suporte Notebook,10,102.23,0.04,981.41,583.2,398.21
9106,2023-01-03,21,Nordeste,Smartphones,iPhone 13,2,1955.73,0.06,3676.77,3036.96,639.81
9107,2023-01-03,21,Nordeste,Smartphones,Xiaomi 12,2,1857.1,0.08,3417.06,3036.96,380.1
9108,2023-01-03,22,Nordeste,Smartphones,Motorola Edge,2,2329.42,0.04,4472.49,3036.96,1435.53
9109,2023-01-03,22,Nordeste,Smartphones,Samsung A54,1,2026.71,0.1,1824.04,1518.48,305.56
9110,2023-01-04,1,Sul,Acessórios,Suporte Notebook,7,87.66,0.03,595.21,408.24,186.97
9111,2023-01-04,3,Sul,Monitores,"LG 24""",2,1073.83,0.02,2104.71,1615.68,489.03
9112,2023-01-04,5,Sudeste,Notebooks,HP Pavilion,2,3404.73,0.03,6605.18,4354.56,2250.62
9113,2023-01-04,6,Sudeste,Notebooks,HP Pavilion,2,3161.91,0.07,5881.15,4354.56,1526.59
9114,2023-01-04,6,Sudeste,Monitores,"Dell 27""",2,1230.36,0.05,2337.68,1615.68,722.0
9115,2023-01-04,7,Sudeste,Acessórios,Carregador 65W,3,101.93,0.08,281.33,174.96,106.37
9116,2023-01-04,7,Sudeste,Monitores,"LG 24""",3,1228.12,0.05,3500.14,2423.52,1076.62
9117,2023-01-04,8,Sudeste,Notebooks,Asus VivoBook,1,3347.4,0.06,3146.56,2177.28,969.28
9118,2023-01-04,9,Sudeste,Periféricos,Teclado Redragon,10,206.65,0.12,1818.52,1360.8,457.72
9119,2023-01-04,9,Sudeste,Monitores,"LG 24""",2,1204.54,0.02,2360.9,1615.68,745.22
9120,2023-01-04,10,Sudeste,Acessórios,Suporte Notebook,8,93.57,0.02,733.59,466.56,267.03
9121,2023-01-04,13,Centro-Oeste,Smartphones,iPhone 13,3,2212.68,0.04,6372.52,4555.44,1817.08
9122,2023-01-04,14,Centro-Oeste,Notebooks,Dell Inspiron,1,3355.61,0.1,3020.05,2177.28,842.77
9123,2023-01-04,18,Norte,Periféricos,Teclado Redragon,3,214.22,0.25,482.0,408.24,73.76
9124,2023-01-04,19,Nordeste,Acessórios,Carregador 65W,11,107.72,0.12,1042.73,641.52,401.21
9125,2023-01-04,21,Nordeste,Periféricos,Webcam Logitech,10,218.24,0.2,1745.92,1360.8,385.12
9126,2023-01-04,21,Nordeste,Notebooks,HP Pavilion,1,3072.63,0.08,2826.82,2177.28,649.54
9127,2023-01-04,21,Nordeste,Smartphones,Xiaomi 12,2,1931.09,0.08,3553.21,3036.96,516.25
9128,2023-01-04,22,Nordeste,Notebooks,HP Pavilion,2,3372.68,0.12,5935.92,4354.56,1581.36
9129,2023-01-04,22,Nordeste,Periféricos,Headset HyperX,4,215.95,0.16,725.59,544.32,181.27
9130,2023-01-05,1,Sul,Smartphones,Motorola Edge,1,1998.64,0.08,1838.75,1518.48,320.27
9131,2023-01-05,1,Sul,Acessórios,Cabo USB-C,20,104.85,0.1,1887.3,1166.4,720.9
9132,2023-01-05,2,Sul,Periféricos,Webcam Logitech,6,187.37,0.12,989.31,816.48,172.83
9133,2023-01-05,4,Sul,Periféricos,Mouse Logitech,5,219.52,0.18,900.03,680.4,219.63
9134,2023-01-05,4,Sul,Notebooks,Dell Inspiron,1,3181.26,0.03,3085.82,2177.28,908.54
9135,2023-01-05,5,Sudeste,Acessórios,Suporte Notebook,12,104.91,0.04,1208.56,699.84,508.72
9136,2023-01-05,6,Sudeste,Periféricos,Webcam Logitech,3,176.94,0.18,435.27,408.24,27.03
9137,2023-01-05,6,Sudeste,Monitores,"Dell 27""",2,1118.87,0.1,2013.97,1615.68,398.29
9138,2023-01-05,6,Sudeste,Periféricos,Headset HyperX,9,216.32,0.15,1654.85,1224.72,430.13
9139,2023-01-05,7,Sudeste,Smartphones,iPhone 13,3,2035.22,0.1,5495.09,4555.44,939.65
9140,2023-01-05,7,Sudeste,Periféricos,Teclado Redragon,5,190.81,0.19,772.78,680.4,92.38
9141,2023-01-05,8,Sudeste,Smartphones,Xiaomi 12,2,2152.8,0.09,3918.1,3036.96,881.14
9142,2023-01-05,8,Sudeste,Smartphones,Motorola Edge,1,2034.67,0.03,1973.63,1518.48,455.15
9143,2023-01-05,9,Sudeste,Monitores,"Samsung 32""",3,1364.79,0.05,3889.65,2423.52,1466.13
9144,2023-01-05,11,Centro-Oeste,Acessórios,Suporte Notebook,7,106.25,0.03,721.44,408.24,313.2
9145,2023-01-05,15,Norte,Periféricos,Teclado Redragon,6,206.26,0.25,928.17,816.48,111.69
9146,2023-01-05,16,Norte,Smartphones,Xiaomi 12,3,1884.61,0.09,5144.99,4555.44,589.55
9147,2023-01-05,17,Norte,Smartphones,iPhone 13,2,2193.54,0.1,3948.37,3036.96,911.41
9148,2023-01-05,19,Nordeste,Periféricos,Webcam Logitech,9,218.0,0.18,1608.84,1224.72,384.12
9149,2023-01-05,19,Nordeste,Periféricos,Headset HyperX,4,182.28,0.19,590.59,544.32,46.27
9150,2023-01-05,21,Nordeste,Smartphones,Xiaomi 12,1,2324.9,0.08,2138.91,1518.48,620.43
9151,2023-01-05,21,Nordeste,Notebooks,HP Pavilion,2,2769.36,0.06,5206.4,4354.56,851.84
9152,2023-01-05,21,Nordeste,Acessórios,Hub USB,14,110.46,0.03,1500.05,816.48,683.57
9153,2023-01-05,22,Nordeste,Monitores,"Dell 27""",2,1357.92,0.07,2525.73,1615.68,910.05
9154,2023-01-05,22,Nordeste,Notebooks,HP Pavilion,2,3081.32,0.08,5669.63,4354.56,1315.07
9155,2023-01-05,22,Nordeste,Notebooks,Dell Inspiron,1,3134.03,0.04,3008.67,2177.28,831.39
9156,2023-01-06,1,Sul,Notebooks,Lenovo IdeaPad,1,2857.31,0.03,2771.59,2177.28,594.31
9157,2023-01-06,1,Sul,Periféricos,Headset HyperX,3,221.67,0.13,578.56,408.24,170.32
9158,2023-01-06,1,Sul,Notebooks,Asus VivoBook,1,3172.41,0.05,3013.79,2177.28,836.51
9159,2023-01-06,3,Sul,Smartphones,Samsung A54,1,1981.08,0.04,1901.84,1518.48,383.36
9160,2023-01-06,4,Sul,Periféricos,Teclado Redragon,2,195.01,0.14,335.42,272.16,63.26
9161,2023-01-06,5,Sudeste,Smartphones,Xiaomi 12,2,2312.86,0.03,4486.95,3036.96,1449.99
9162,2023-01-06,6,Sudeste,Smartphones,iPhone 13,2,1910.74,0.08,3515.76,3036.96,478.8
9163,2023-01-06,6,Sudeste,Monitores,"AOC 24""",1,1215.84,0.1,1094.26,807.84,286.42
9164,2023-01-06,7,Sudeste,Notebooks,Dell Inspiron,1,3204.58,0.03,3108.44,2177.28,931.16
9165,2023-01-06,7,Sudeste,Periféricos,Webcam Logitech,4,201.05,0.14,691.61,544.32,147.29
9166,2023-01-06,8,Sudeste,Acessórios,Carregador 65W,14,95.69,0.06,1259.28,816.48,442.8
9167,2023-01-06,8,Sudeste,Monitores,"LG 24""",3,1130.86,0.08,3121.17,2423.52,697.65
9168,2023-01-06,9,Sudeste,Periféricos,Mouse Logitech,8,176.67,0.17,1173.09,1088.64,84.45
9169,2023-01-06,11,Centro-Oeste,Periféricos,Teclado Redragon,6,209.14,0.16,1054.07,816.48,237.59
9170,2023-01-06,12,Centro-Oeste,Smartphones,Xiaomi 12,3,2079.74,0.11,5552.91,4555.44,997.47
9171,2023-01-06,13,Centro-Oeste,Periféricos,Webcam Logitech,4,175.28,0.17,581.93,544.32,37.61
9172,2023-01-06,16,Norte,Monitores,"Dell 27""",3,1073.52,0.14,2769.68,2423.52,346.16
9173,2023-01-06,16,Norte,Monitores,"AOC 24""",3,1220.32,0.06,3441.3,2423.52,1017.78
9174,2023-01-06,16,Norte,Smartphones,Samsung A54,2,2093.91,0.13,3643.4,3036.96,606.44
9175,2023-01-06,18,Norte,Acessórios,Carregador 65W,19,103.71,0.06,1852.26,1108.08,744.18
9176,2023-01-06,19,Nordeste,Notebooks,HP Pavilion,2,3146.44,0.1,5663.59,4354.56,1309.03
9177,2023-01-06,19,Nordeste,Acessórios,Cabo USB-C,20,91.69,0.04,1760.45,1166.4,594.05
9178,2023-01-06,19,Nordeste,Notebooks,Dell Inspiron,2,2828.97,0.04,5431.62,4354.56,1077.06
9179,2023-01-06,21,Nordeste,Smartphones,Motorola Edge,1,2311.59,0.1,2080.43,1518.48,561.95
9180,2023-01-06,21,Nordeste,Smartphones,Xiaomi 12,1,1950.79,0.1,1755.71,1518.48,237.23
9181,2023-01-07,1,Sul,Monitores,"AOC 24""",3,1190.5,0.08,3285.78,2423.52,862.26
9182,2023-01-07,1,Sul,Acessórios,Suporte Notebook,7,107.25,0.06,705.7,408.24,297.46
9183,2023-01-07,3,Sul,Notebooks,Dell Inspiron,2,3260.17,0.08,5998.71,4354.56,1644.15
9184,2023-01-07,4,Sul,Notebooks,HP Pavilion,2,3251.38,0.06,6112.59,4354.56,1758.03
9185,2023-01-07,4,Sul,Periféricos,Webcam Logitech,4,210.64,0.16,707.75,544.32,163.43
9186,2023-01-07,6,Sudeste,Acessórios,Hub USB,7,89.09,0.02,611.16,408.24,202.92
9187,2023-01-07,7,Sudeste,Periféricos,Webcam Logitech,1,191.02,0.18,156.64,136.08,20.56
9188,2023-01-07,7,Sudeste,Monitores,"Samsung 32""",3,1231.96,0.09,3363.25,2423.52,939.73
9189,2023-01-07,9,Sudeste,Monitores,"Samsung 32""",1,1129.73,0.04,1084.54,807.84,276.7
9190,2023-01-07,11,Centro-Oeste,Smartphones,Xiaomi 12,2,2227.34,0.05,4231.95,3036.96,1194.99
9191,2023-01-07,12,Centro-Oeste,Monitores,"AOC 24""",3,1082.68,0.05,3085.64,2423.52,662.12
9192,2023-01-07,12,Centro-Oeste,Notebooks,Dell Inspiron,1,3138.58,0.07,2918.88,2177.28,741.6
9193,2023-01-07,13,Centro-Oeste,Monitores,"LG 24""",3,1163.34,0.07,3245.72,2423.52,822.2
9194,2023-01-07,16,Norte,Monitores,"Samsung 32""",3,1073.44,0.06,3027.1,2423.52,603.58
9195,2023-01-07,19,Nordeste,Periféricos,Webcam Logitech,5,219.13,0.21,865.56,680.4,185.16
9196,2023-01-07,19,Nordeste,Notebooks,Lenovo IdeaPad,2,2851.45,0.09,5189.64,4354.56,835.08
9197,2023-01-07,20,Nordeste,Smartphones,iPhone 13,3,2200.42,0.12,5809.11,4555.44,1253.67
9198,2023-01-07,21,Nordeste,Smartphones,iPhone 13,1,1955.5,0.09,1779.51,1518.48,261.03
9199,2023-01-07,21,Nordeste,Smartphones,Xiaomi 12,1,1976.85,0.11,1759.4,1518.48,240.92
9200,2023-01-07,21,Nordeste,Acessórios,Suporte Notebook,5,104.68,0.07,486.76,291.6,195.16
9201,2023-01-07,22,Nordeste,Periféricos,Webcam Logitech,3,200.62,0.2,481.49,408.24,73.25
9202,2023-01-08,1,Sul,Acessórios,Carregador 65W,18,87.95,0.03,1535.61,1049.76,485.85
9203,2023-01-08,2,Sul,Notebooks,Lenovo IdeaPad,2,2836.82,0.08,5219.75,4354.56,865.19
9204,2023-01-08,4,Sul,Periféricos,Mouse Logitech,1,204.38,0.19,165.55,136.08,29.47
9205,2023-01-08,5,Sudeste,Monitores,"AOC 24""",3,1243.51,0.02,3655.92,2423.52,1232.4
9206,2023-01-08,6,Sudeste,Periféricos,Headset HyperX,6,217.09,0.13,1133.21,816.48,316.73
9207,2023-01-08,7,Sudeste,Notebooks,Asus VivoBook,1,2979.83,0.05,2830.84,2177.28,653.56
9208,2023-01-08,7,Sudeste,Notebooks,Asus VivoBook,1,2763.09,0.07,2569.67,2177.28,392.39
9209,2023-01-08,9,Sudeste,Notebooks,Asus VivoBook,2,2760.48,0.05,5244.91,4354.56,890.35
9210,2023-01-08,10,Sudeste,Smartphones,Motorola Edge,1,1939.18,0.07,1803.44,1518.48,284.96
9211,2023-01-08,11,Centro-Oeste,Acessórios,Carregador 65W,11,88.34,0.04,932.87,641.52,291.35
9212,2023-01-08,12,Centro-Oeste,Periféricos,Mouse Logitech,6,175.32,0.17,873.09,816.48,56.61
9213,2023-01-08,13,Centro-Oeste,Monitores,"AOC 24""",1,1149.87,0.07,1069.38,807.84,261.54
9214,2023-01-08,13,Centro-Oeste,Periféricos,Teclado Redragon,6,178.36,0.16,898.93,816.48,82.45
9215,2023-01-08,13,Centro-Oeste,Notebooks,Asus VivoBook,2,3101.98,0.12,5459.48,4354.56,1104.92
9216,2023-01-08,14,Centro-Oeste,Smartphones,Xiaomi 12,1,1919.14,0.09,1746.42,1518.48,227.94
9217,2023-01-08,14,Centro-Oeste,Notebooks,HP Pavilion,1,2950.39,0.06,2773.37,2177.28,596.09
9218,2023-01-08,14,Centro-Oeste,Monitores,"LG 24""",3,1365.25,0.07,3809.05,2423.52,1385.53
9219,2023-01-08,15,Norte,Periféricos,Mouse Logitech,6,192.25,0.24,876.66,816.48,60.18
9220,2023-01-08,17,Norte,Acessórios,Hub USB,13,99.54,0.08,1190.5,758.16,432.34
9221,2023-01-08,19,Nordeste,Periféricos,Headset HyperX,6,179.02,0.19,870.04,816.48,53.56
9222,2023-01-08,19,Nordeste,Periféricos,Teclado Redragon,4,199.99,0.17,663.97,544.32,119.65
9223,2023-01-08,19,Nordeste,Periféricos,Headset HyperX,9,208.35,0.19,1518.87,1224.72,294.15
9224,2023-01-08,20,Nordeste,Periféricos,Webcam Logitech,5,212.01,0.18,869.24,680.4,188.84
9225,2023-01-08,21,Nordeste,Acessórios,Suporte Notebook,11,111.14,0.1,1100.29,641.52,458.77
9226,2023-01-08,21,Nordeste,Monitores,"Dell 27""",2,1365.76,0.06,2567.63,1615.68,951.95
9227,2023-01-08,22,Nordeste,Monitores,"AOC 24""",2,1069.24,0.09,1946.02,1615.68,330.34
9228,2023-01-09,2,Sul,Notebooks,Lenovo IdeaPad,2,2869.99,0.03,5567.78,4354.56,1213.22
9229,2023-01-09,3,Sul,Periféricos,Headset HyperX,9,187.66,0.19,1368.04,1224.72,143.32
9230,2023-01-09,5,Sudeste,Acessórios,Suporte Notebook,7,87.83,0.08,565.63,408.24,157.39
9231,2023-01-09,5,Sudeste,Periféricos,Webcam Logitech,5,205.79,0.15,874.61,680.4,194.21
9232,2023-01-09,5,Sudeste,Monitores,"LG 24""",3,1144.25,0.02,3364.09,2423.52,940.57
9233,2023-01-09,6,Sudeste,Acessórios,Hub USB,10,92.36,0.08,849.71,583.2,266.51
